file,problem,planning_time,singlesoutcome_planning_call,alloutcome_planning_call,unsolvable_states,solvable,policy_length,plan_length
p_1_1.pddl,fault_o1_f1,0.026,2,2,0,1,5,6
p_2_1.pddl,fault_o2_f1,0.040,3,3,0,1,8,9
p_2_2.pddl,fault_o2_f2,0.043,4,4,0,1,9,12
p_3_1.pddl,fault_o3_f1,0.041,4,4,0,1,11,12
p_3_2.pddl,fault_o3_f2,0.065,7,7,0,1,18,23
p_3_3.pddl,fault_o3_f3,0.074,8,8,0,1,17,24
p_4_1.pddl,fault_o4_f1,0.049,5,5,0,1,14,15
p_4_2.pddl,fault_o4_f2,0.101,11,11,0,1,30,37
p_4_3.pddl,fault_o4_f3,0.135,15,15,0,1,36,49
p_4_4.pddl,fault_o4_f4,0.145,16,16,0,1,33,48
p_5_1.pddl,fault_o5_f1,0.064,6,6,0,1,17,18
p_5_2.pddl,fault_o5_f2,0.145,16,16,0,1,45,54
p_5_3.pddl,fault_o5_f3,0.232,26,26,0,1,67,88
p_5_4.pddl,fault_o5_f4,0.282,31,31,0,1,70,99
p_5_5.pddl,fault_o5_f5,0.301,32,32,0,1,65,96
p_6_1.pddl,fault_o6_f1,0.066,7,7,0,1,20,21
p_6_2.pddl,fault_o6_f2,0.202,22,22,0,1,63,74
p_6_3.pddl,fault_o6_f3,0.402,42,42,0,1,113,144
p_6_4.pddl,fault_o6_f4,0.566,57,57,0,1,138,189
p_6_5.pddl,fault_o6_f5,0.637,63,63,0,1,136,197
p_6_6.pddl,fault_o6_f6,0.656,64,64,0,1,129,192
p_7_1.pddl,fault_o7_f1,0.078,8,8,0,1,23,24
p_7_2.pddl,fault_o7_f2,0.280,29,29,0,1,84,97
p_7_3.pddl,fault_o7_f3,0.667,64,64,0,1,177,220
p_7_4.pddl,fault_o7_f4,1.118,99,99,0,1,252,335
p_7_5.pddl,fault_o7_f5,1.429,120,120,0,1,275,388
p_7_6.pddl,fault_o7_f6,1.560,127,127,0,1,266,391
p_7_7.pddl,fault_o7_f7,1.636,128,128,0,1,257,384
p_8_1.pddl,fault_o8_f1,0.087,9,9,0,1,26,27
p_8_2.pddl,fault_o8_f2,0.376,37,37,0,1,108,123
p_8_3.pddl,fault_o8_f3,1.101,93,93,0,1,262,319
p_8_4.pddl,fault_o8_f4,2.190,163,163,0,1,430,557
p_8_5.pddl,fault_o8_f5,3.303,219,219,0,1,528,725
p_8_6.pddl,fault_o8_f6,4.022,247,247,0,1,542,781
p_8_7.pddl,fault_o8_f7,4.330,255,255,0,1,524,777
p_8_8.pddl,fault_o8_f8,4.560,256,256,0,1,513,768
p_9_1.pddl,fault_o9_f1,0.103,10,10,0,1,29,30
p_9_2.pddl,fault_o9_f2,0.513,46,46,0,1,135,152
p_9_3.pddl,fault_o9_f3,1.788,130,130,0,1,371,444
p_9_4.pddl,fault_o9_f4,4.568,256,256,0,1,693,878
p_9_5.pddl,fault_o9_f5,8.018,382,382,0,1,959,1284
p_9_6.pddl,fault_o9_f6,11.120,466,466,0,1,1071,1508
p_9_7.pddl,fault_o9_f7,13.840,502,502,0,1,1067,1560
p_9_8.pddl,fault_o9_f8,14.779,511,511,0,1,1038,1547
p_9_9.pddl,fault_o9_f9,15.545,512,512,0,1,1025,1536
p_10_1.pddl,fault_o10_f1,0.134,11,11,0,1,32,33
p_10_2.pddl,fault_o10_f2,0.749,56,56,0,1,165,184
p_10_3.pddl,fault_o10_f3,3.272,176,176,0,1,507,598
p_10_4.pddl,fault_o10_f4,9.835,386,386,0,1,1065,1324
p_10_5.pddl,fault_o10_f5,21.344,638,638,0,1,1653,2164
p_10_6.pddl,fault_o10_f6,32.672,848,848,0,1,2031,2794
p_10_7.pddl,fault_o10_f7,41.225,968,968,0,1,2139,3070
p_10_8.pddl,fault_o10_f8,45.897,1013,1013,0,1,2106,3109
p_10_9.pddl,fault_o10_f9,48.987,1023,1023,0,1,2064,3085
p_10_10.pddl,fault_o10_f10,0.092,6,6,0,1,11,11
